iter	RMSE
0	175.2401399
1	168.6605039
2	162.963091
3	157.6938911
4	152.4927873
5	147.6768859
6	143.1467048
7	139.2434692
8	135.9264209
9	132.6025964
10	129.3154904
11	126.0311195
12	123.488364
13	121.3515179
14	118.8860428
15	115.3310586
16	111.7774196
17	109.8753947
18	107.9472541
19	105.9813004
20	104.6638457
21	102.5345486
22	101.2867228
23	98.4393827
24	97.10039215
25	94.78104774
26	93.87469452
27	91.47377189
28	90.49799361
29	88.25406737
30	86.73673226
31	85.04554799
32	84.04812376
33	82.43147384
34	81.72197275
35	80.15437923
36	79.02883224
37	77.53281211
38	76.1906211
39	75.72520275
40	75.25463341
41	74.79171614
42	74.10614742
43	73.69642842
44	72.84619011
45	72.12934861
46	71.74102008
47	71.24125525
48	70.88125939
49	69.93300602
50	69.56552312
51	68.6877897
52	68.41250799
53	67.60394883
54	66.81303535
55	66.12477006
56	65.45956598
57	65.16908997
58	64.83441631
59	64.27093428
60	63.56432891
61	63.38184927
62	63.17980588
63	62.55283077
64	62.35208153
65	62.07822497
66	61.88229201
67	61.47796135
68	61.05252108
69	60.84003916
70	60.37902415
71	60.23744437
72	60.09249653
73	59.93983507
74	59.47818417
75	59.29557055
76	59.02737721
77	58.59605098
78	58.39852423
79	58.11267495
80	57.97502478
81	57.75214213
82	57.63066219
83	57.38218477
84	57.14936135
85	56.79777505
86	56.51027087
87	56.37468806
88	56.23404
89	56.03567754
90	55.88617133
91	55.75253623
92	55.63284926
93	55.50729766
94	55.3991374
95	55.06910605
96	54.85085011
97	54.61677759
98	54.509042
99	54.34154397
100	54.16364043
101	53.89613258
102	53.79370674
103	53.70230216
104	53.52157481
105	53.39762393
106	53.3069257
107	53.19926474
108	53.01400255
109	52.88778657
110	52.73116591
111	52.50887016
112	52.33067524
113	52.25734734
114	52.16074738
115	52.11719068
116	52.04958268
117	51.91485554
118	51.8570661
119	51.69048376
120	51.54971893
121	51.49378676
122	51.39484751
123	51.22886821
124	51.11297422
125	51.06399279
126	50.93685211
127	50.82594193
128	50.72795685
129	50.63658495
130	50.54452363
131	50.47300389
132	50.43982345
133	50.35141651
134	50.28026035
135	50.19738718
136	50.14238425
137	50.02207114
138	49.88850433
139	49.83712237
140	49.72460562
141	49.58306563
142	49.51907831
143	49.46356815
144	49.35398621
145	49.32626827
146	49.28407021
147	49.17588565
148	49.13474055
149	49.02336227
150	48.94470294
151	48.88278411
152	48.78479233
153	48.73053677
154	48.6794616
155	48.55770984
156	48.41514645
157	48.36233624
158	48.2942597
159	48.24079044
160	48.20558053
161	48.18080431
162	48.1337684
163	48.09548557
164	48.0080722
165	47.9139785
166	47.88001671
167	47.78077804
168	47.72262213
169	47.63818575
170	47.60905164
171	47.56890023
172	47.48757403
173	47.45694163
174	47.40040026
175	47.33902379
176	47.25787415
177	47.18447162
178	47.14330497
179	47.10501651
180	47.07124548
181	47.00959719
182	46.92232726
183	46.89728608
184	46.84993654
185	46.80553106
186	46.72201432
187	46.60209451
188	46.56182655
189	46.4904501
190	46.40869023
191	46.37658565
192	46.33060833
193	46.299587
194	46.25755251
195	46.18546461
196	46.15559183
197	46.11784325
198	46.01382758
199	45.98081714
200	45.93004893
201	45.87257592
202	45.80404804
203	45.76848635
204	45.69818686
205	45.63087046
206	45.55727993
207	45.47332224
208	45.44240677
209	45.38748972
210	45.33336231
211	45.26715058
212	45.21648772
213	45.13795357
214	45.07362792
215	45.02664144
216	45.00410977
217	44.93709201
218	44.88419472
219	44.85288761
220	44.82529008
221	44.79445617
222	44.7274337
223	44.6982397
224	44.64335626
225	44.56876802
226	44.54434354
227	44.49771743
228	44.48934048
229	44.46775008
230	44.4369831
231	44.41287429
232	44.36620386
233	44.31659737
234	44.30763435
235	44.25705688
236	44.18857156
237	44.16101744
238	44.12886626
239	44.12007822
240	44.05754171
241	44.0336448
242	43.9891718
243	43.97367578
244	43.93150445
245	43.89747597
246	43.87115277
247	43.80828587
248	43.76006993
249	43.69877111
250	43.65326127
251	43.61334751
252	43.58499675
253	43.53516199
254	43.5117961
255	43.47208715
256	43.41735829
257	43.39624217
258	43.36177472
259	43.33508489
260	43.32673992
261	43.28467841
262	43.26082494
263	43.23808077
264	43.2170418
265	43.18427392
266	43.12922984
267	43.07062633
268	43.03487202
269	43.02824323
270	42.95934916
271	42.95408738
272	42.91718484
273	42.86188544
274	42.84742419
275	42.81013955
276	42.7839
277	42.77027203
278	42.76308582
279	42.72820722
280	42.72234833
281	42.6665097
282	42.63827502
283	42.63022153
284	42.60302055
285	42.56502151
286	42.51713526
287	42.4847895
288	42.4506877
289	42.4184213
290	42.3713099
291	42.33530269
292	42.30212743
293	42.27821671
294	42.23693629
295	42.19047519
296	42.16106172
297	42.13822825
298	42.09447758
299	42.06673631
300	42.06150395
301	42.03861425
302	42.0181096
303	41.98957017
304	41.96781726
305	41.90446192
306	41.87717562
307	41.83168014
308	41.80261498
309	41.76537213
310	41.73924582
311	41.71174779
312	41.66924002
313	41.66470568
314	41.63717628
315	41.61391283
316	41.59179328
317	41.55144572
318	41.49653147
319	41.46297354
320	41.42727562
321	41.42326447
322	41.39554298
323	41.3470991
324	41.32402996
325	41.30148356
326	41.26793364
327	41.22628567
328	41.22299672
329	41.20308047
330	41.19966856
331	41.19502456
332	41.19036689
333	41.16660112
334	41.13388686
335	41.09672107
336	41.0783223
337	41.04791034
338	41.03201032
339	41.00039029
340	40.95741753
341	40.91969959
342	40.89099097
343	40.87388825
344	40.84985381
345	40.81228589
346	40.80805307
347	40.79165395
348	40.75405048
349	40.73506444
350	40.71429637
351	40.69431935
352	40.68986545
353	40.67834103
354	40.64647993
355	40.61825179
356	40.58172844
357	40.56008943
358	40.53219468
359	40.5135967
360	40.48610492
361	40.46646367
362	40.46338543
363	40.44292844
364	40.42534781
365	40.41157476
366	40.38539889
367	40.35332682
368	40.33734091
369	40.29528124
370	40.28097637
371	40.26581065
372	40.26123335
373	40.24350813
374	40.21096559
375	40.18493292
376	40.16817445
377	40.14155723
378	40.10827539
379	40.09164815
380	40.07376819
381	40.06413806
382	40.05522726
383	40.03400227
384	40.02017061
385	39.97877752
386	39.94905769
387	39.926824
388	39.89870306
389	39.86863629
390	39.84923246
391	39.84182929
392	39.81946774
393	39.81410787
394	39.79392584
395	39.77737282
396	39.75386877
397	39.74325538
398	39.72195057
399	39.71393417
400	39.70455372
401	39.68667848
402	39.66848706
403	39.64084013
404	39.62345029
405	39.59597396
406	39.58204272
407	39.55644894
408	39.53721073
409	39.52635557
410	39.50123127
411	39.47386125
412	39.45350488
413	39.44073692
414	39.41961043
415	39.40731258
416	39.3864213
417	39.35695232
418	39.34339013
419	39.31467881
420	39.29734325
421	39.27342305
422	39.25341774
423	39.22976454
424	39.19492349
425	39.18557572
426	39.1644153
427	39.1409923
428	39.12713662
429	39.11318364
430	39.08911235
431	39.07232826
432	39.04425747
