iter	RMSE
433	39.03548652
434	39.01740587
435	38.995964
436	38.97468435
437	38.95753242
438	38.94675465
439	38.92558993
440	38.91124189
441	38.89806656
442	38.88605318
443	38.87107401
444	38.86011044
445	38.84437793
446	38.81537224
447	38.78860721
448	38.775258
449	38.75383625
450	38.73761487
451	38.71796263
452	38.70402279
453	38.68568287
454	38.67757087
455	38.6607987
456	38.64954052
457	38.63079288
458	38.6148811
459	38.58418121
460	38.57372889
461	38.56540713
462	38.56524168
463	38.54840088
464	38.54823923
465	38.53313886
466	38.53288652
467	38.51546009
468	38.49524978
469	38.48127405
470	38.4536673
471	38.44021604
472	38.40810741
473	38.39001051
474	38.37552088
475	38.36296875
476	38.34370307
477	38.32686326
478	38.31065407
479	38.2924359
480	38.27994041
481	38.26424133
482	38.24506251
483	38.22564254
484	38.21491233
485	38.202996
486	38.19520393
487	38.19504271
488	38.18443799
489	38.16142915
490	38.13584501
491	38.1205912
492	38.10429422
493	38.09051424
494	38.07482195
495	38.06695441
496	38.05411834
497	38.03207908
498	38.0202815
499	38.00497621
500	37.99300409
501	37.9801196
502	37.95631122
503	37.93427348
504	37.91730929
505	37.90145572
506	37.8716756
507	37.85321728
508	37.83830215
509	37.8212204
510	37.79866113
511	37.789005
512	37.78884864
513	37.77681114
514	37.76188664
515	37.75042894
516	37.74350892
517	37.7094649
518	37.6992309
519	37.68152031
520	37.66631059
521	37.66615928
522	37.64880977
523	37.63480177
524	37.62368084
525	37.60552746
526	37.59568888
527	37.57223064
528	37.56301502
529	37.5496434
530	37.53898622
531	37.52696836
532	37.51354701
533	37.50325597
534	37.48472865
535	37.46328976
536	37.45360907
537	37.44467361
538	37.43625858
539	37.42354892
540	37.40757646
541	37.39497281
542	37.38115446
543	37.36498976
544	37.34525847
545	37.32174827
546	37.30782393
547	37.29104731
548	37.27692772
549	37.27677519
550	37.2697635
551	37.25527862
552	37.25196807
553	37.24001032
554	37.23160419
555	37.21393091
556	37.19733588
557	37.18393639
558	37.16434367
559	37.14586426
560	37.13692779
561	37.11889774
562	37.09760422
563	37.0759601
564	37.06776146
565	37.05397426
566	37.03530753
567	37.02170494
568	36.99950818
569	36.98164675
570	36.96678675
571	36.94621691
572	36.93631504
573	36.91227674
574	36.91212569
575	36.90247353
576	36.87241361
577	36.85408318
578	36.84514574
579	36.83547759
580	36.83533227
581	36.82751846
582	36.8187308
583	36.81559564
584	36.79134326
585	36.78280954
586	36.76482411
587	36.7570427
588	36.74768773
589	36.74092848
590	36.73003741
591	36.71990345
592	36.70255293
593	36.69986459
594	36.6937307
595	36.67405528
596	36.65720003
597	36.61177167
598	36.59203339
599	36.58156558
600	36.56359481
601	36.55324605
602	36.53824239
603	36.51896297
604	36.50338606
605	36.4941775
606	36.48147452
607	36.47107513
608	36.46057535
609	36.45389942
610	36.43520759
611	36.42556306
612	36.4058664
613	36.3895824
614	36.37905398
615	36.37072847
616	36.36536493
617	36.34410987
618	36.32528195
619	36.30651185
620	36.28718798
621	36.27384669
622	36.25706052
623	36.25172065
624	36.24636303
625	36.24124763
626	36.23174605
627	36.22599862
628	36.21292336
629	36.20346517
630	36.19555172
631	36.18307345
632	36.17310618
633	36.15292296
634	36.14132956
635	36.13641424
636	36.11789636
637	36.10252438
638	36.08998285
639	36.07444659
640	36.06720618
641	36.06197763
642	36.05623852
643	36.05609005
644	36.05330111
645	36.05060311
646	36.02803167
647	36.01115519
648	35.99990231
649	35.97169147
650	35.95269926
651	35.94371226
652	35.93186504
653	35.92411897
654	35.9056863
655	35.89926224
656	35.88551466
657	35.87204825
658	35.86787404
659	35.85195008
660	35.83231981
661	35.82194489
662	35.81032993
663	35.80769823
664	35.79395571
665	35.78293914
666	35.77070467
667	35.75992589
668	35.74422318
669	35.73539155
670	35.72134432
671	35.71356865
672	35.71342264
673	35.71088954
674	35.69847152
675	35.69212949
676	35.68591138
677	35.67347138
678	35.6689155
679	35.66109872
680	35.64538699
681	35.64133322
682	35.6265282
683	35.61907154
684	35.60052223
685	35.59047277
686	35.5766361
687	35.57424613
688	35.56079364
689	35.54968653
690	35.52700788
691	35.51284644
692	35.4778813
693	35.47311571
694	35.46434641
695	35.45271838
696	35.45257903
697	35.44371126
698	35.43342184
699	35.42145253
700	35.41474192
701	35.40255328
702	35.39635523
703	35.39124066
704	35.36093897
705	35.34795658
706	35.33632391
707	35.32223511
708	35.30860879
709	35.30148468
710	35.28836283
711	35.28013096
712	35.27337039
713	35.26417556
714	35.2600217
715	35.24741287
716	35.23139749
717	35.21712914
718	35.20882939
719	35.19838561
720	35.17747932
721	35.16705664
722	35.15207764
723	35.14068266
724	35.13098842
725	35.12122463
726	35.1125377
727	35.09573317
728	35.09559815
729	35.09185256
730	35.07847462
731	35.06388599
732	35.05076657
733	35.04169823
734	35.02278061
735	35.00838387
736	34.99944948
737	34.98051107
738	34.97399571
739	34.95879927
740	34.95497738
741	34.94389504
742	34.93596077
743	34.93189168
744	34.91318702
745	34.90637522
746	34.89078252
747	34.88377069
748	34.87508441
749	34.86807438
750	34.85787561
751	34.84626683
752	34.83755362
753	34.83225995
754	34.81328698
755	34.80938349
756	34.80389154
757	34.7955019
758	34.7937815
759	34.79152713
760	34.75595747
761	34.74363524
762	34.72882746
763	34.71937535
764	34.70665705
765	34.69757321
766	34.68625653
767	34.67873539
768	34.67125109
769	34.65486737
770	34.65150396
771	34.64213057
772	34.63093558
773	34.62312247
774	34.61166844
775	34.59718233
776	34.58338384
777	34.58011225
778	34.56624364
779	34.56103717
780	34.54555257
781	34.52793148
782	34.51927539
783	34.51261748
784	34.49517533
785	34.47785043
786	34.45993909
787	34.44631801
788	34.4389898
789	34.42517035
790	34.40990398
791	34.40017641
792	34.39383822
793	34.38556247
794	34.3705241
795	34.36568211
796	34.35024321
797	34.34269289
798	34.3296968
799	34.32007512
800	34.3052499
801	34.28799642
802	34.28453603
803	34.26914658
804	34.26209343
805	34.25928969
806	34.25116752
807	34.23550846
808	34.2178714
809	34.21312462
810	34.19735351
811	34.1955613
812	34.18784598
813	34.17593288
814	34.17001661
815	34.16168748
816	34.15548967
817	34.14695538
818	34.14120127
819	34.12686312
820	34.11727201
821	34.10736384
822	34.098564
823	34.09275141
824	34.08566802
825	34.07732907
826	34.07187358
827	34.0712096
828	34.05697183
829	34.04635644
830	34.0322797
831	34.03082783
832	34.01657257
833	34.00319225
834	33.99769531
835	33.99098868
836	33.98802171
837	33.97219498
838	33.95793414
839	33.94615427
840	33.9388936
841	33.93265198
842	33.92455111
843	33.91843013
844	33.9114858
845	33.9077991
846	33.89405517
847	33.88880101
848	33.87670763
849	33.86424048
850	33.85966032
851	33.85343476
852	33.84529752
853	33.83983
854	33.82146786
855	33.81835573
856	33.80589559
857	33.80079141
858	33.79403101
859	33.78214549
860	33.77040257
861	33.75708318
862	33.74721782
863	33.74057637
864	33.73274912
865	33.72768764
866	33.7237193
867	33.71341748
868	33.71103464
869	33.7022142
870	33.6961562
871	33.68660671
872	33.67970171
873	33.67337696
874	33.66528853
875	33.66339274
876	33.65303754
877	33.64501935
878	33.64201711
879	33.63317092
880	33.63083525
881	33.62639395
882	33.61364967
883	33.60923114
884	33.60222092
885	33.59423767
886	33.58776478
887	33.58513874
888	33.57967489
889	33.573319
890	33.56903762
891	33.56238024
892	33.55141648
893	33.54702681
894	33.54444882
895	33.53550554
896	33.52888437
897	33.52579708
898	33.51899284
899	33.51009043
900	33.50402253
901	33.49760125
902	33.48901601
903	33.47408738
904	33.45969997
905	33.4547419
906	33.45337198
907	33.4428045
908	33.42947492
909	33.42122174
910	33.41707121
911	33.41062002
912	33.40040459
913	33.3866003
914	33.38278854
915	33.37389513
916	33.35807294
917	33.35125061
918	33.3395193
919	33.33291699
920	33.32634882
921	33.3190042
922	33.31052677
923	33.30694945
924	33.29067776
925	33.28410084
926	33.28012898
927	33.26702742
928	33.25397184
929	33.24413665
930	33.23708466
931	33.22185787
932	33.2093824
933	33.20511855
934	33.20312225
935	33.19788977
936	33.19059673
937	33.18319666
938	33.17275825
939	33.16344059
940	33.1505473
941	33.14434588
942	33.14349333
943	33.13837755
944	33.12900182
945	33.11781633
946	33.10978111
947	33.10714641
948	33.10307532
949	33.09217978
950	33.08455542
951	33.08296008
952	33.07120913
953	33.0647996
954	33.05924894
955	33.05137311
956	33.04029663
957	33.0366138
958	33.0290334
959	33.02743101
960	33.01831066
961	33.01152771
962	33.00433796
963	32.99874515
964	32.98481325
965	32.9816696
966	32.97138158
967	32.96814617
968	32.96492721
969	32.96320899
970	32.95705884
971	32.9504628
972	32.93762246
973	32.93368491
974	32.9327049
975	32.92736142
976	32.92016101
977	32.91587744
978	32.90766554
979	32.89770081
980	32.89241569
981	32.88585133
982	32.88202336
983	32.87833312
984	32.87040067
985	32.86684988
986	32.86133055
987	32.85654859
988	32.84858357
989	32.83938067
990	32.82913569
991	32.81794939
992	32.81270633
993	32.79577606
994	32.78738495
995	32.77365608
996	32.7691971
997	32.76048269
998	32.75188623
999	32.74404693
