iter	RMSE
555	37.26779959
556	37.25912619
557	37.24833993
558	37.24816488
559	37.23238513
560	37.22042181
561	37.19489423
562	37.18411704
563	37.18164443
564	37.15933163
565	37.14414016
566	37.13249129
567	37.11651572
568	37.1073402
569	37.10235528
570	37.09224207
571	37.08490935
572	37.0753235
573	37.06158127
574	37.06141085
575	37.04777249
576	37.0355307
577	37.03073721
578	37.01378536
579	37.00483457
580	37.00467779
581	36.99437914
582	36.97874515
583	36.96053128
584	36.94359842
585	36.9337728
586	36.91368786
587	36.89881225
588	36.89598454
589	36.88019684
590	36.86433293
591	36.85699961
592	36.84014757
593	36.82077011
594	36.8134642
595	36.79622184
596	36.78095251
597	36.78080133
598	36.77132646
599	36.75516709
600	36.745068
601	36.72479882
602	36.71556257
603	36.69217585
604	36.68880048
605	36.67629041
606	36.66921473
607	36.66883977
608	36.66465455
609	36.6511868
610	36.64140543
611	36.6245137
612	36.60042555
613	36.58597606
614	36.57846566
615	36.57091113
616	36.558294
617	36.54770174
618	36.53571989
619	36.52133845
620	36.50410822
621	36.49796909
622	36.48325468
623	36.4747606
624	36.45585718
625	36.44883777
626	36.43259673
627	36.41355776
628	36.41077126
629	36.39383237
630	36.3851039
631	36.37414386
632	36.36668112
633	36.35506533
634	36.33948544
635	36.33435007
636	36.32624056
637	36.30628533
638	36.29321791
639	36.28232123
640	36.26959696
641	36.25897844
642	36.24368145
643	36.24354145
644	36.23351042
645	36.21525333
646	36.19449412
647	36.17951292
648	36.17090627
649	36.15475175
650	36.15285459
651	36.13942443
652	36.13001265
653	36.11803661
654	36.11530491
655	36.10684451
656	36.09133596
657	36.09102592
658	36.07412573
659	36.05287248
660	36.03995605
661	36.03736338
662	36.0372331
663	36.02234538
664	36.01090598
665	35.99716617
666	35.97815792
667	35.95231436
668	35.93549445
669	35.92381212
670	35.91924537
671	35.91529935
672	35.91517044
673	35.90331593
674	35.89433329
675	35.88499473
676	35.87359521
677	35.86422309
678	35.84815722
679	35.84608092
680	35.83593838
681	35.82272845
682	35.82020706
683	35.80551483
684	35.80055109
685	35.77845652
686	35.76866675
687	35.76782173
688	35.75484554
689	35.74491432
690	35.73414048
691	35.71630777
692	35.69466559
693	35.68182536
694	35.67459529
695	35.66195481
696	35.66182799
697	35.65425818
698	35.64451229
699	35.63856675
700	35.63188429
701	35.61667718
702	35.61656009
703	35.6092187
704	35.60556267
705	35.60543893
706	35.59117997
707	35.57844981
708	35.56325416
709	35.55855901
710	35.54780252
711	35.54769094
712	35.53850639
713	35.5312463
714	35.51644226
715	35.50875325
716	35.49479534
717	35.48675844
718	35.48426126
719	35.4692009
720	35.45640282
721	35.44806262
722	35.43843475
723	35.42805944
724	35.41746203
725	35.40729072
726	35.39286353
727	35.37799308
728	35.37787754
729	35.36437635
730	35.35981905
731	35.34476046
732	35.34205763
733	35.33459976
734	35.32361854
735	35.31497779
736	35.3040217
737	35.29625258
738	35.28382524
739	35.25879293
740	35.24602773
741	35.2346316
742	35.22312106
743	35.21650139
744	35.20713008
745	35.20250589
746	35.18505581
747	35.17073838
748	35.15726415
749	35.14355723
750	35.13345245
751	35.12641451
752	35.11495974
753	35.10870008
754	35.10029952
755	35.09317716
756	35.08166602
757	35.0707631
758	35.05943703
759	35.03666668
760	35.02906803
761	35.01602987
762	35.00238529
763	34.99457756
764	34.9843253
765	34.97500923
766	34.9678638
767	34.94267047
768	34.93851599
769	34.9282418
770	34.9281291
771	34.91892559
772	34.9122452
773	34.90139252
774	34.88969483
775	34.8728044
776	34.86105216
777	34.86001993
778	34.85595737
779	34.85577428
780	34.84890423
781	34.83413216
782	34.83395632
783	34.81964166
784	34.79606734
785	34.79001992
786	34.77901335
787	34.77021161
788	34.76376813
789	34.75488419
790	34.74190413
791	34.72356281
792	34.70344608
793	34.70130041
794	34.69102566
795	34.68364515
796	34.67126381
797	34.66008452
798	34.64726881
799	34.64250332
800	34.62829011
801	34.61379352
802	34.61019622
803	34.60342579
804	34.59222558
805	34.57789785
806	34.57163986
807	34.56022176
808	34.55814927
809	34.54942704
810	34.52656629
811	34.52226631
812	34.51378738
813	34.50455041
814	34.49760764
815	34.48561709
816	34.46932081
817	34.46032625
818	34.4531662
819	34.44584559
820	34.4357173
821	34.42307768
822	34.4138034
823	34.41180407
824	34.40792635
825	34.39997217
826	34.38902543
827	34.38295443
828	34.37358205
829	34.36641365
830	34.36629383
831	34.35816737
832	34.3494817
833	34.33088012
834	34.32031048
835	34.31374902
836	34.30535088
837	34.29805106
838	34.28734658
839	34.26792757
840	34.26151659
841	34.25655479
842	34.24778536
843	34.23910145
844	34.22842436
845	34.22202072
846	34.2084265
847	34.19238092
848	34.18806003
849	34.18150246
850	34.17308032
851	34.16838222
852	34.16525204
853	34.16167682
854	34.15418654
855	34.14538278
856	34.13672407
857	34.1211324
858	34.11401837
859	34.10386466
860	34.10103025
861	34.10086555
862	34.10076029
863	34.09474917
864	34.08390851
865	34.08379527
866	34.07266936
867	34.06428112
868	34.05639256
869	34.04672865
870	34.04261696
871	34.03273011
872	34.02817978
873	34.02476664
874	34.0140669
875	34.00662418
876	34.00067544
877	33.98802276
878	33.9878687
879	33.97334953
880	33.97325261
881	33.96446032
882	33.95271845
883	33.94706928
884	33.93599513
885	33.935886
886	33.93578556
887	33.91919562
888	33.91202045
889	33.91147218
890	33.91137686
891	33.90180162
892	33.89391977
893	33.888449
894	33.8738772
895	33.86423234
896	33.85728376
897	33.85020058
898	33.84988774
899	33.84799865
900	33.84791336
901	33.83826863
902	33.83053571
903	33.82421169
904	33.81187784
905	33.80161091
906	33.79130482
907	33.78493748
908	33.78070559
909	33.77064181
910	33.76141287
911	33.75698641
912	33.75123388
913	33.74951784
914	33.74240662
915	33.73526431
916	33.72846555
917	33.71688221
918	33.70059368
919	33.69294006
920	33.69128938
921	33.68185905
922	33.6728366
923	33.66885545
924	33.66263592
925	33.65472748
926	33.64741489
927	33.64084906
928	33.64078169
929	33.63037733
930	33.62199521
931	33.61486284
932	33.60956155
933	33.60087835
934	33.58943671
935	33.58606989
936	33.57488345
937	33.57115152
938	33.56726371
939	33.55803661
940	33.55224597
941	33.5397098
942	33.53962641
943	33.53120364
944	33.51825519
945	33.5114912
946	33.50798188
947	33.49886969
948	33.49529106
949	33.4850913
950	33.47078437
951	33.46645758
952	33.4594719
953	33.45548999
954	33.44909377
955	33.43366877
956	33.42102831
957	33.40805053
958	33.40148761
959	33.39755603
960	33.39747678
961	33.39168938
962	33.38564016
963	33.37896984
964	33.37179916
965	33.36331722
966	33.35589741
967	33.34393662
968	33.32811248
969	33.31834606
970	33.30846443
971	33.2959061
972	33.28396219
973	33.27958684
974	33.27128931
975	33.26262039
976	33.24697926
977	33.23831189
978	33.22626074
979	33.21862365
980	33.20893926
981	33.2029827
982	33.18628119
983	33.18062433
984	33.16575951
985	33.15691272
986	33.15051382
987	33.14437113
988	33.13505314
989	33.13236533
990	33.12567374
991	33.11344543
992	33.10350541
993	33.09623773
994	33.08377848
995	33.06897181
996	33.06093553
997	33.05522265
998	33.04548049
999	33.04035371
